epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.24201732873916626,0.8383163809776306,0.23028142750263214,3.7694249153137207,0.8493086695671082,0.07475247234106064,0.38814690709114075,0.9326862096786499,0.35946065187454224,2.6704318523406982,0.8684210777282715,0.19282136857509613
1,0.40796205401420593,0.9274108409881592,0.40169528126716614,2.635922431945801,0.8442327976226807,0.21755363047122955,0.4582637846469879,0.9402939081192017,0.44583746790885925,2.346200466156006,0.8730570077896118,0.28130218386650085
2,0.46930691599845886,0.9415098428726196,0.4660469591617584,2.314912796020508,0.8508906364440918,0.28673678636550903,0.494991660118103,0.9405996203422546,0.4707581102848053,2.212604284286499,0.8602620363235474,0.32888147234916687
3,0.5078383088111877,0.9481779336929321,0.5050932168960571,2.1324901580810547,0.853749692440033,0.3299298584461212,0.5083472728729248,0.9408319592475891,0.4956631064414978,2.1495347023010254,0.8469184637069702,0.35559266805648804
4,0.5327557921409607,0.9529768228530884,0.5306682586669922,1.9978837966918945,0.8617275357246399,0.3644389510154724,0.5250417590141296,0.9444869160652161,0.5054982304573059,2.0792174339294434,0.8563218116760254,0.37312185764312744
5,0.5517326593399048,0.9557816982269287,0.5499371290206909,1.9066349267959595,0.8644432425498962,0.38974836468696594,0.5325542688369751,0.9464483261108398,0.5202063322067261,2.0525596141815186,0.824999988079071,0.38564273715019226
6,0.5683993697166443,0.9586629271507263,0.5667711496353149,1.8330601453781128,0.8632326126098633,0.40893152356147766,0.5383973121643066,0.9446305632591248,0.5165407061576843,2.0247225761413574,0.8298611044883728,0.39899832010269165
7,0.5798060894012451,0.9606677889823914,0.578486979007721,1.7703346014022827,0.8637166023254395,0.4239480197429657,0.544240415096283,0.9438007473945618,0.5228334069252014,2.003943681716919,0.8305084705352783,0.409015029668808
8,0.5923680067062378,0.9621778726577759,0.5908167362213135,1.7190335988998413,0.8675593733787537,0.43832507729530334,0.5400667786598206,0.9446827173233032,0.5220034718513489,1.9884740114212036,0.8440678119659424,0.41569283604621887
9,0.6017739176750183,0.9631577134132385,0.6004712581634521,1.6814650297164917,0.8706944584846497,0.4515470266342163,0.5417362451553345,0.9457126259803772,0.5218513607978821,1.9683125019073486,0.8308702707290649,0.4223706126213074
10,0.611283004283905,0.9648313522338867,0.610142707824707,1.6369513273239136,0.8726693391799927,0.46340757608413696,0.547579288482666,0.9439575672149658,0.520984411239624,1.9574092626571655,0.8308702707290649,0.4223706126213074
11,0.6168110370635986,0.9660181403160095,0.6158190965652466,1.6051874160766602,0.8764152526855469,0.4726278781890869,0.5492487549781799,0.9442664980888367,0.5284730792045593,1.9497019052505493,0.8277512192726135,0.4332220256328583
12,0.6211014986038208,0.9668796062469482,0.6201199293136597,1.5802124738693237,0.8750612139701843,0.47935229539871216,0.5659432411193848,0.9452822208404541,0.5466928482055664,1.9361810684204102,0.8268330693244934,0.44240400195121765
13,0.6296823620796204,0.9687291979789734,0.6289651393890381,1.5467888116836548,0.8790136575698853,0.48675742745399475,0.5559265613555908,0.9419686794281006,0.5344437956809998,1.9607806205749512,0.825745701789856,0.4390650987625122
14,0.6330445408821106,0.9695355296134949,0.6323586106300354,1.5238295793533325,0.8781785368919373,0.49366748332977295,0.5601001381874084,0.942493736743927,0.5422446131706238,1.93592369556427,0.8275862336158752,0.4407345652580261
15,0.6390676498413086,0.9694663882255554,0.6383842825889587,1.501518964767456,0.882078230381012,0.5025371313095093,0.5509182214736938,0.9454123973846436,0.5258484482765198,1.9509050846099854,0.8212634921073914,0.44490817189216614
16,0.6421617269515991,0.9704406261444092,0.641559362411499,1.478236198425293,0.8848382234573364,0.507157564163208,0.5626043677330017,0.943827748298645,0.5402325391769409,1.9561419486999512,0.8246951103210449,0.451585978269577
17,0.6468647122383118,0.971198320388794,0.6461175084114075,1.4624924659729004,0.8821375370025635,0.5117780566215515,0.5701168775558472,0.9433602690696716,0.5499359369277954,1.9471545219421387,0.8074626922607422,0.451585978269577
