epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.061778053641319275,0.7089629173278809,0.04573269933462143,4.822390556335449,0.8348624110221863,0.0018770627211779356,0.13522537052631378,0.8114315867424011,0.09576217085123062,4.3978271484375,0.800000011920929,0.003338898066431284
1,0.14925742149353027,0.8288314938545227,0.12260893732309341,4.136833667755127,0.8215712308883667,0.01272689737379551,0.18864774703979492,0.8546655178070068,0.14778488874435425,3.961678981781006,0.8888888955116272,0.013355592265725136
2,0.19768977165222168,0.8570159077644348,0.17396289110183716,3.822127103805542,0.824999988079071,0.029950495809316635,0.21786309778690338,0.8697856664657593,0.18330785632133484,3.723954916000366,0.8695651888847351,0.03338898345828056
3,0.22318482398986816,0.8708674311637878,0.20304495096206665,3.645789861679077,0.8303846120834351,0.044533830136060715,0.2345575988292694,0.8723909258842468,0.19654691219329834,3.609934091567993,0.9047619104385376,0.04757929965853691
4,0.24282178282737732,0.8782404661178589,0.22453144192695618,3.528022289276123,0.8313701152801514,0.05532178282737732,0.2479131817817688,0.8777932524681091,0.21074236929416656,3.5381429195404053,0.8846153616905212,0.05759599432349205
5,0.2556518018245697,0.8841736316680908,0.23794762790203094,3.4450950622558594,0.8176455497741699,0.06575907766819,0.25375625491142273,0.8844905495643616,0.21571512520313263,3.4469547271728516,0.8850574493408203,0.06427378952503204
6,0.2666873037815094,0.8882771134376526,0.2506335377693176,3.377950429916382,0.8213552236557007,0.07425742596387863,0.2654424011707306,0.8830751180648804,0.22102363407611847,3.3877828121185303,0.8921568393707275,0.0759599357843399
7,0.27603134512901306,0.8925349712371826,0.2602928578853607,3.3136353492736816,0.8327303528785706,0.08071369677782059,0.27462437748908997,0.8870944380760193,0.24115577340126038,3.360560655593872,0.8557692170143127,0.07429048418998718
8,0.2891708016395569,0.8955019116401672,0.27452704310417175,3.2649590969085693,0.8210303783416748,0.0880981832742691,0.273789644241333,0.8853904008865356,0.24308237433433533,3.338150978088379,0.8547008633613586,0.08347245305776596
9,0.2938325107097626,0.8977512121200562,0.2796033024787903,3.2238245010375977,0.8180339932441711,0.0933787152171135,0.27963271737098694,0.8899528384208679,0.24288871884346008,3.3173720836639404,0.8536585569381714,0.08764607459306717
10,0.30012375116348267,0.8999328017234802,0.286251038312912,3.1855037212371826,0.8339707851409912,0.09894801676273346,0.28380635380744934,0.8903384208679199,0.25354433059692383,3.300912380218506,0.8442623019218445,0.08597663044929504
11,0.30515676736831665,0.9020333886146545,0.2913063168525696,3.153886318206787,0.8308457732200623,0.10334158688783646,0.28130218386650085,0.8902249932289124,0.2575371563434601,3.2871103286743164,0.8650793433189392,0.09098497778177261
12,0.3077351450920105,0.9030990600585938,0.29413747787475586,3.134432315826416,0.8202139735221863,0.10596121847629547,0.29298830032348633,0.8927348852157593,0.26515018939971924,3.251817226409912,0.859375,0.09181969612836838
13,0.3147483468055725,0.9048572778701782,0.3017084002494812,3.1043508052825928,0.8321568369865417,0.10942656546831131,0.29215359687805176,0.8922033905982971,0.25842225551605225,3.2570788860321045,0.8500000238418579,0.09933222085237503
14,0.32299917936325073,0.9072149395942688,0.31051138043403625,3.069866180419922,0.833433210849762,0.11476897448301315,0.3071786165237427,0.8909145593643188,0.2737804353237152,3.230393886566162,0.8620689511299133,0.1043405681848526
15,0.32535067200660706,0.908625066280365,0.3124980628490448,3.0535123348236084,0.8335285782814026,0.11742986738681793,0.3038397431373596,0.8921385407447815,0.2701672613620758,3.217447280883789,0.8389261960983276,0.1043405681848526
16,0.3288159966468811,0.9097565412521362,0.31633681058883667,3.029633045196533,0.8350486159324646,0.12217409163713455,0.3113522529602051,0.8927209973335266,0.283056378364563,3.19527530670166,0.8533333539962769,0.10684473812580109
17,0.33240512013435364,0.9108136296272278,0.32031646370887756,3.01417875289917,0.8359599709510803,0.12582507729530334,0.3105175197124481,0.8934773802757263,0.2834862470626831,3.192570686340332,0.8496732115745544,0.10851418972015381
18,0.3345709443092346,0.9117201566696167,0.3223915100097656,2.995964765548706,0.8369386792182922,0.12609323859214783,0.3038397431373596,0.8940367102622986,0.27085062861442566,3.180753231048584,0.849056601524353,0.11268781125545502
19,0.33778879046440125,0.9128013849258423,0.3258461654186249,2.9815919399261475,0.8365294337272644,0.12867161631584167,0.29716193675994873,0.8937190175056458,0.26914647221565247,3.193366527557373,0.8058823347091675,0.11435726284980774
20,0.33956271409988403,0.9126660227775574,0.32816246151924133,2.9671790599823,0.8310935497283936,0.13011550903320312,0.30133557319641113,0.8954722285270691,0.26814138889312744,3.1809239387512207,0.8404908180236816,0.11435726284980774
21,0.3405940532684326,0.9143062829971313,0.3289894759654999,2.9542908668518066,0.830787181854248,0.13236385583877563,0.30968281626701355,0.8975873589515686,0.2753129303455353,3.1509017944335938,0.832335352897644,0.11602671444416046
22,0.3438737690448761,0.9149528741836548,0.3322451412677765,2.944746494293213,0.8269476294517517,0.13356022536754608,0.3046744465827942,0.8959797620773315,0.27313032746315,3.162266254425049,0.8224852085113525,0.11602671444416046
23,0.34566831588745117,0.9162032604217529,0.3340049088001251,2.9274039268493652,0.8335001468658447,0.1374381184577942,0.3021702766418457,0.8935935497283936,0.2754463851451874,3.1810920238494873,0.8150289058685303,0.11769615858793259
24,0.35045379400253296,0.9157450795173645,0.3390733599662781,2.9164679050445557,0.8378578424453735,0.1400577574968338,0.3063439130783081,0.8962225914001465,0.2777564823627472,3.150777816772461,0.8202247023582458,0.1218697801232338
25,0.3510313630104065,0.9167234897613525,0.3400343656539917,2.900804042816162,0.8343513607978821,0.14088283479213715,0.30801334977149963,0.8952513337135315,0.2819007933139801,3.1538846492767334,0.8181818127632141,0.12020033597946167
26,0.35181519389152527,0.9168980121612549,0.3405064642429352,2.9001994132995605,0.827502429485321,0.14051155745983124,0.3155258893966675,0.89652419090271,0.2838331460952759,3.12838077545166,0.8258426785469055,0.12270450592041016
27,0.3555486798286438,0.9179964661598206,0.34478631615638733,2.8837108612060547,0.8429452180862427,0.1438118815422058,0.3063439130783081,0.8961926698684692,0.2773211896419525,3.1387906074523926,0.8277778029441833,0.12437395751476288
28,0.35484737157821655,0.9189039468765259,0.3441430330276489,2.878044366836548,0.835046648979187,0.14577145874500275,0.31218698620796204,0.8989608287811279,0.28229406476020813,3.1337835788726807,0.8054053783416748,0.12437395751476288
29,0.35963284969329834,0.918405294418335,0.348857045173645,2.8707728385925293,0.8326094746589661,0.14630775153636932,0.3146911561489105,0.8983875513076782,0.2841451168060303,3.1289238929748535,0.8021390438079834,0.12520867586135864
