epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.17743399739265442,0.7030616402626038,0.17249691486358643,7.503895282745361,0.253264844417572,0.14240923523902893,0.45325541496276855,0.9140123128890991,0.421556293964386,2.4948976039886475,0.6871069073677063,0.364774614572525
1,0.36528465151786804,0.8720459342002869,0.36058053374290466,3.171971321105957,0.5889780521392822,0.2771039605140686,0.5091819763183594,0.9419785737991333,0.48468467593193054,2.1033973693847656,0.7437106966972351,0.39482471346855164
2,0.43254950642585754,0.9138635396957397,0.4287184178829193,2.567492961883545,0.6877874732017517,0.31771865487098694,0.5166944861412048,0.9452143907546997,0.485298752784729,1.9903701543807983,0.75157231092453,0.39899832010269165
3,0.4609942138195038,0.9254077672958374,0.4579194188117981,2.3826942443847656,0.7154839038848877,0.3396039605140686,0.5242069959640503,0.952052891254425,0.4986512064933777,1.9333728551864624,0.7530674934387207,0.40984976291656494
4,0.4793110489845276,0.929236114025116,0.4759400188922882,2.297710657119751,0.7272266745567322,0.3555280566215515,0.5225375890731812,0.9494774341583252,0.5100429058074951,1.9485920667648315,0.7632777094841003,0.4198664426803589
5,0.4902227818965912,0.9344452619552612,0.48713669180870056,2.214207410812378,0.7352892756462097,0.3696163296699524,0.5317195057868958,0.9483701586723328,0.5160050988197327,1.9194715023040771,0.7445255517959595,0.4257095158100128
6,0.49954620003700256,0.9359018206596375,0.4967390298843384,2.1689107418060303,0.7399725914001465,0.3790222704410553,0.5400667786598206,0.9493556022644043,0.5216830968856812,1.9182496070861816,0.7675438523292542,0.43823039531707764
7,0.509364664554596,0.9389083385467529,0.5064737200737,2.1070351600646973,0.7451591491699219,0.38974836468696594,0.5358931422233582,0.947162926197052,0.5190407633781433,1.9305216073989868,0.7492795586585999,0.43405675888061523
8,0.5213283896446228,0.9413881301879883,0.5186852216720581,2.0479087829589844,0.7540492415428162,0.3994843363761902,0.5509182214736938,0.9526436924934387,0.526608407497406,1.867661714553833,0.7726618647575378,0.4482470750808716
9,0.52720707654953,0.9428602457046509,0.5247279405593872,2.0215935707092285,0.762135922908783,0.4080445468425751,0.547579288482666,0.9496240615844727,0.5227333903312683,1.8709180355072021,0.7700987458229065,0.45575958490371704
10,0.5343853235244751,0.9448742866516113,0.531970202922821,1.9793795347213745,0.7636620402336121,0.41276815533638,0.5550917983055115,0.9486535787582397,0.5302072167396545,1.8703134059906006,0.7692307829856873,0.45075124502182007
11,0.5420792102813721,0.9464137554168701,0.5395982265472412,1.9485608339309692,0.7674732804298401,0.42196783423423767,0.5550917983055115,0.9479385018348694,0.5260224938392639,1.8702080249786377,0.7633802890777588,0.452420711517334
