epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.0255581047385931,0.5985053777694702,0.006827698089182377,5.4145684242248535,0.1111111119389534,0.0006259127985686064,0.025041736662387848,0.6489275693893433,0.0003404041053727269,5.115871906280518,0.0,0.0
1,0.041831839829683304,0.6616389155387878,0.006324299611151218,5.08556604385376,0.22580644488334656,0.0007302315789274871,0.030050083994865417,0.6534246802330017,0.000927432905882597,5.186260223388672,0.0,0.0
2,0.050907574594020844,0.6874353885650635,0.0077084824442863464,4.953785419464111,0.2666666805744171,0.0008345503592863679,0.03589315339922905,0.6577260494232178,0.001151412376202643,5.109689235687256,0.0,0.0
3,0.05873148515820503,0.7012820243835449,0.009084684774279594,4.878972053527832,0.15625,0.0005215940182097256,0.07262103259563446,0.7097171545028687,0.005476758815348148,4.796713829040527,0.0,0.0
4,0.0646776556968689,0.7165713906288147,0.010357335209846497,4.812445640563965,0.35483869910240173,0.001147506758570671,0.0826377272605896,0.7297877669334412,0.007999970577657223,4.766105651855469,0.0,0.0
5,0.06499060988426208,0.7270298004150391,0.010814149864017963,4.7754998207092285,0.4166666567325592,0.0010431880364194512,0.08013355731964111,0.7490726113319397,0.009057010523974895,4.670293807983398,1.0,0.000834724516607821
6,0.07020655274391174,0.7360196113586426,0.012647871859371662,4.727391719818115,0.5,0.0012518255971372128,0.0759599357843399,0.7548178434371948,0.008202832192182541,4.645380020141602,0.6666666865348816,0.001669449033215642
7,0.0779261440038681,0.7408478260040283,0.013103893026709557,4.692904472351074,0.2631579041481018,0.0010431880364194512,0.09265442192554474,0.7612431645393372,0.009050829336047173,4.592589855194092,1.0,0.000834724516607821
8,0.07865637540817261,0.7514622807502747,0.013670912012457848,4.651829719543457,0.24137930572032928,0.0007302315789274871,0.0934891477227211,0.7573607563972473,0.012447725050151348,4.6194071769714355,1.0,0.000834724516607821
9,0.08439391106367111,0.7551615834236145,0.01593485288321972,4.6242804527282715,0.4651162922382355,0.0020863760728389025,0.07262103259563446,0.7472294569015503,0.007878312841057777,4.661962985992432,0.0,0.0
