epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.010251650586724281,0.554783821105957,0.008410249836742878,5.38115119934082,0.02500000037252903,2.0627063349820673e-05,0.039232052862644196,0.6589035391807556,0.011815092526376247,5.066949844360352,0.0,0.0
1,0.020792080089449883,0.6281570792198181,0.012865690514445305,5.1304402351379395,0.0,0.0,0.05258764699101448,0.6722643375396729,0.011832131072878838,5.002971649169922,0.0,0.0
2,0.028981022536754608,0.6643749475479126,0.017185380682349205,5.029914855957031,0.0,0.0,0.05759599432349205,0.7121543884277344,0.02214091084897518,4.863895893096924,0.0,0.0
3,0.034921616315841675,0.6885883212089539,0.020354943349957466,4.9496235847473145,0.4000000059604645,4.125412669964135e-05,0.044240400195121765,0.6717053055763245,0.018783891573548317,4.992158889770508,0.0,0.0
4,0.041872937232255936,0.7055871486663818,0.02500259317457676,4.890092372894287,0.3333333432674408,6.188119004946202e-05,0.0759599357843399,0.7227376103401184,0.024007122963666916,4.78760290145874,0.0,0.0
5,0.0476897694170475,0.7185524702072144,0.028923433274030685,4.829434394836426,0.4761904776096344,0.00041254126699641347,0.08013355731964111,0.7359476089477539,0.02926255762577057,4.700746059417725,0.0,0.0
6,0.05264026299118996,0.7303663492202759,0.03185082599520683,4.7802629470825195,0.44680851697921753,0.0004331683157943189,0.07846410572528839,0.7232779264450073,0.028862252831459045,4.774133682250977,0.0,0.0
7,0.0579826720058918,0.7399806380271912,0.036268338561058044,4.735771179199219,0.5375000238418579,0.0008869636803865433,0.09015025198459625,0.7316349148750305,0.03611919283866882,4.728672981262207,1.0,0.001669449033215642
8,0.0612417496740818,0.7473543286323547,0.03915351629257202,4.6992950439453125,0.573913037776947,0.001361386151984334,0.09432387351989746,0.7776492238044739,0.05266125500202179,4.57302188873291,0.0,0.0
9,0.06555280834436417,0.7518958449363708,0.042835161089897156,4.667681694030762,0.6689655184745789,0.0020008250139653683,0.09599332511425018,0.7807890772819519,0.049491606652736664,4.520644187927246,0.5,0.000834724516607821
