epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.005404290277510881,0.5060381889343262,0.004935200791805983,5.378572463989258,0.0,0.0,0.006677796132862568,0.5378140807151794,0.00023417104966938496,5.289044380187988,0.0,0.0
1,0.00841584149748087,0.5338718295097351,0.00640698941424489,5.324869632720947,0.0,0.0,0.00417362293228507,0.5556716918945312,0.0002183845645049587,5.270267009735107,0.0,0.0
2,0.00862211175262928,0.5467497110366821,0.006485133897513151,5.301555633544922,0.0,0.0,0.00417362293228507,0.5551306009292603,0.00033510365756228566,5.260106563568115,0.0,0.0
3,0.009529703296720982,0.5552486181259155,0.006729335989803076,5.284872055053711,0.0,0.0,0.00417362293228507,0.5594019293785095,0.0006333895144052804,5.248126029968262,0.0,0.0
4,0.009591584093868732,0.5594124794006348,0.00698790792375803,5.274996280670166,0.0,0.0,0.01669449172914028,0.562282383441925,0.0031751692295074463,5.234869480133057,0.0,0.0
5,0.009426567703485489,0.5638644695281982,0.006681373808532953,5.264466762542725,0.0,0.0,0.011686143465340137,0.5702964067459106,0.0013918484328314662,5.232846260070801,0.0,0.0
6,0.009859736077487469,0.566315770149231,0.0070202709175646305,5.258432388305664,0.0,0.0,0.019198663532733917,0.5719221830368042,0.0019724462181329727,5.233410358428955,0.0,0.0
7,0.010437293909490108,0.5690003633499146,0.006838302128016949,5.25294303894043,0.0,0.0,0.021702837198972702,0.5742462873458862,0.001720502506941557,5.228757858276367,0.0,0.0
8,0.010849835351109505,0.5713330507278442,0.007162634748965502,5.248150825500488,0.0,0.0,0.024207010865211487,0.5587329864501953,0.0033863515127450228,5.239789962768555,0.0,0.0
9,0.010705445893108845,0.5730778574943542,0.006878413259983063,5.244845390319824,0.0,0.0,0.013355592265725136,0.5611140727996826,0.0010923708323389292,5.235095024108887,0.0,0.0
10,0.011303630657494068,0.5748146176338196,0.007407816126942635,5.239357948303223,0.0,0.0,0.025041736662387848,0.5734178423881531,0.004724603146314621,5.2195563316345215,0.0,0.0
11,0.011448020115494728,0.5756006836891174,0.006992216221988201,5.235451698303223,0.0,0.0,0.021702837198972702,0.5834043025970459,0.0050363666377961636,5.206266403198242,0.0,0.0
12,0.012252475135028362,0.5790899395942688,0.007430293597280979,5.228758811950684,0.0,0.0,0.02003338932991028,0.5909663438796997,0.003599116811528802,5.210391521453857,0.0,0.0
13,0.012025577947497368,0.5786194205284119,0.006919801235198975,5.226289749145508,0.0,0.0,0.017529215663671494,0.5861492156982422,0.003652105573564768,5.201873779296875,0.0,0.0
14,0.012561880983412266,0.5824796557426453,0.00740745197981596,5.222302436828613,0.0,0.0,0.013355592265725136,0.6014508605003357,0.0047103362157940865,5.1971354484558105,0.0,0.0
15,0.012500000186264515,0.5817449688911438,0.0068394518457353115,5.221462249755859,1.0,2.0627063349820673e-05,0.023372286930680275,0.5906704068183899,0.003709255950525403,5.19108772277832,0.0,0.0
16,0.014088284224271774,0.5854358673095703,0.00794330332428217,5.215882301330566,0.0,0.0,0.024207010865211487,0.5921016335487366,0.0047454796731472015,5.192240238189697,0.0,0.0
17,0.012644389644265175,0.5863499045372009,0.007000984624028206,5.21445369720459,0.0,0.0,0.023372286930680275,0.590575098991394,0.0035052394960075617,5.197629451751709,0.0,0.0
18,0.014108911156654358,0.5868045687675476,0.007968065328896046,5.209857940673828,0.0,0.0,0.02086811326444149,0.5945426821708679,0.005341776646673679,5.193408012390137,0.0,0.0
