epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.013352805748581886,0.5688318610191345,0.007508011069148779,5.749171733856201,0.0,0.0,0.002504173666238785,0.5341651439666748,2.530065285100136e-05,5.794827938079834,0.0,0.0
1,0.01783851534128189,0.6249342560768127,0.011088530533015728,5.406513214111328,0.0,0.0,0.002504173666238785,0.5174927115440369,2.7759782824432477e-05,5.901666164398193,0.0,0.0
2,0.02305445447564125,0.6572738289833069,0.012488695792853832,5.2307915687561035,0.0,0.0,0.006677796132862568,0.5631973743438721,0.0010247152531519532,5.534692764282227,0.0,0.0
3,0.029835175722837448,0.6761351823806763,0.017938796430826187,5.1043572425842285,0.0,0.0,0.02003338932991028,0.594704270362854,0.0036808717995882034,5.400595188140869,0.0,0.0
4,0.03692885488271713,0.6930666565895081,0.020678715780377388,4.992089748382568,0.0,0.0,0.02086811326444149,0.6923171877861023,0.014729238115251064,5.0411057472229,0.0,0.0
5,0.04464844614267349,0.706548273563385,0.02646561712026596,4.914264678955078,0.4444444477558136,0.00041727517964318395,0.030050083994865417,0.6775990128517151,0.0105323176831007,5.060960292816162,0.5,0.000834724516607821
6,0.04454412683844566,0.7204325199127197,0.025179164484143257,4.8518900871276855,0.3333333432674408,0.00020863758982159197,0.03088480792939663,0.6966832876205444,0.022305751219391823,4.986082553863525,0.0,0.0
7,0.04996870458126068,0.7287769317626953,0.028908640146255493,4.778707504272461,0.523809552192688,0.001147506758570671,0.03088480792939663,0.6747612953186035,0.01970873773097992,5.091399192810059,1.0,0.000834724516607821
8,0.057062383741140366,0.7400269508361816,0.03369421884417534,4.728343963623047,0.46666666865348816,0.0014604631578549743,0.028380634263157845,0.6771079301834106,0.0158863365650177,5.097016334533691,0.4000000059604645,0.001669449033215642
9,0.05758397653698921,0.7469684481620789,0.03552008792757988,4.693295478820801,0.4722222089767456,0.0017734195571392775,0.01585976593196392,0.6501902937889099,0.009386491030454636,5.338878631591797,0.5,0.000834724516607821
