Time of Execution,Training Accuracy,Training Precision,Training Recall,Training F1 Score,Training AUROC,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score,Validation AUROC,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Test AUROC
302.3,0.002622794359922409,0.002622794359922409,0.002622794359922409,0.00029120611725375056,0.4988197684288025,0.005564830265939236,0.005564830265939236,0.005564830265939236,0.000559721258468926,0.5002991557121277,0.006117908749729395,0.006117908749729395,0.006117908749729395,0.0008408894063904881,0.5005770921707153
